	100UNCULTURED_S7_PE_Abundance	14UNCULTURED_S8_PE_Abundance	18UNCULTURED_S12_PE_Abundance	19UNCULTURED_S14_PE_Abundance	24UNCULTURED_S3_PE_Abundance	26UNCULTURED_S4_PE_Abundance	28UNCULTURED_S6_PE_Abundance	2UNCULTURED_S1_PE_Abundance	300UNCULTURED_S9_PE_Abundance	36UNCULTURED_S10_PE_Abundance	400UNCULTURED_S11_PE_Abundance	40UNCULTURED_S15_PE_Abundance	4UNCULTURED_S2_PE_Abundance	500UNCULTURED_S13_PE_Abundance	8UNCULTURED_S5_PE_Abundance	lucaAR31_S16_PE_Abundance	lucaAR32_S17_PE_Abundance	lucaAR33_S18_PE_Abundance	lucaAR34_S19_PE_Abundance
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	75.71090216	0	145.0404357	0	16.78072938	57.62786639	102.6465969	31.40314633	33.37776497	51.74303409	92.80757831	0	7.08341661	72.66618909	15.58197405	882.5130939	637.6685301	245.2955674	112.8976574
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	38.75610307	0	0	0	4.383880623	0	0	18.38193866	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	0	0	0	0	14.8520002	55.61332013	39.88652131	29.46121886	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	1371.891503	846.1319694	3244.729801	1683.596347	1112.401824	2277.982105	2719.36738	1759.063288	2205.172502	2188.942813	1753.335536	1952.757997	916.5589428	2344.292263	2270.805957	4984.832315	7703.621825	4507.210012	4528.079024
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.2004068	0	58.65921617	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.13190339	82.00650033	0	79.72512447
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Blautia.s__Ruminococcus_obeum	7.827310142	0	14.61872008	4.355134309	2.0826853	3.761005244	0	10.92786814	12.40150605	9.14573988	5.562802315	8.645050889	2.374877085	34.31859302	2.748915349	8.295908774	4.216490123	7.48794756	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.448478417	0	6.323852621	8.808572397
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_catus	0	0	7.423759701	0	0	0	4.173586752	5.390310404	6.520073888	2.578236252	0	3.473809301	0	3.938723291	5.269537679	0	6.134827131	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	7.390228431	0	0	0	0	0	0	491.1249253	60.70963852	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	5.205370189	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Desulfovibrio.s__Desulfovibrio_piger	34.16722476	0	0	0	0	2.024115093	0	7.505859963	0	0	28.14349071	6.790150465	4.838134408	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	41.23661212	0	0	0	2.508560089	0	0	17.49523939	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	0	10.91548741	124.6982291	71.7958482	20.12083072	40.16981399	149.2604531	13.13351387	0	68.52351019	5.512911528	27.43040478	0	0	38.24963511	20.31642131	0	54.16224597	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	20.46448184	39.55389858	174.2938707	122.6115096	39.29926236	94.38045961	297.4898497	127.403158	267.0765483	130.985315	111.5262547	50.83388364	12.75484229	341.8056681	306.4494754	1783.723195	1821.088159	859.7218373	1465.511215
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	21.70795353	154.8308356	34.80313649	0	160.8373149	0	20.98624617	4.628876055	0	3.335515908	95.35294491	97.31888843	18.86930738	0	0	0	36.01132556	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Methanosphaera.s__Methanosphaera_stadtmanae	9.798386985	0	50.6676984	16.91333383	0	7.800015383	0	6.008897682	0	24.58455012	7.578326945	59.57751295	0	4.651545563	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.4670627	61.61572091	45.10793346	30.75712825
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Ruminococcus.s__Ruminococcus_albus	0	0	0	0	36.81313481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.36601923	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Treponema.s__Treponema_succinifaciens	0	0	0	13.79230931	10.26868119	31.76935767	0	29.5489751	0	0	9.137071706	25.78120454	5.590197317	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	754.6540099	579.2283798	2197.635833	1117.542928	735.5526421	1647.289441	1796.031878	1271.60462	1162.102141	1705.966679	877.8998641	1316.486836	656.3417594	1276.018436	1497.752446	696.4766402	1397.741753	1485.997204	829.4016594
CALVIN-PWY: Calvin-Benson-Bassham cycle	1150.533376	746.1929881	2386.989239	1602.023924	1232.049745	2191.058118	2525.727536	1617.57503	1540.64428	1566.2715	1452.457713	1778.925363	957.4365757	2072.821328	2231.132525	5437.039164	6859.522833	4212.891864	5514.384464
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	5.639737699	0	0	0	0	0	0	0	0	0	0	0	0	16.09834306	15.19932321	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Clostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.249644119	0	0	16.83672293
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Coprococcus.s__Coprococcus_catus	0	0	7.850653593	0	0	0	6.97487024	0	0	0	0	0	4.368852341	0	5.660256511	0	8.066833349	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Desulfovibrio.s__Desulfovibrio_piger	18.65610967	0	0	0	0	0	0	4.298460064	0	0	28.35351814	0	4.424233914	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.975424363	2.786248107	8.694183589	45.22653618	0	18.7954642	42.31295552	11.01063205	52.2874035	5.810335634	13.00827138	11.45721465	4.537637079	25.52861328	56.66219609	860.2938525	148.3428265	349.2644476	46.38332214
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	1.592589477	0	0	0	0	2.684588076	0	0	0	0	13.12506976	5.186545596	69.18765517
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.05333743	43.69641206	36.92094031	25.82191251
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	0	0	0	7.856966695	0	0	0	0	0	0	0	0	0	0	0	5.407125667	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Ruminococcus.s__Ruminococcus_bromii	0	0	16.56723672	9.628906721	0	13.95343188	0	14.04120624	0	23.08634763	0	11.06950017	0	0	0	0	351.9054309	90.55557883	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	804.2543086	565.3963961	1578.013804	1141.587707	961.2758428	1868.710508	1724.129351	1332.681228	940.9701118	1083.121016	958.2956517	1472.849104	849.5413097	1471.432313	1639.781492	744.7657827	888.8961528	1302.158413	575.8325472
CENTFERM-PWY: pyruvate fermentation to butanoate	48.55557133	27.40417662	75.85342425	26.37063449	24.99221869	95.74258789	59.19805392	68.5689123	76.58255358	94.05831938	89.61877479	66.78867951	0	131.9136673	53.88620653	216.6138779	274.4331212	273.2255211	67.27592713
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	37.86985156	22.87257571	59.00202373	23.86448058	20.18676365	65.06416892	53.87379726	56.2653582	55.68210091	81.61174293	60.17299571	38.3633	0	77.567128	49.43648303	46.0190542	6.06344049	72.57830386	0
CITRULBIO-PWY: L-citrulline biosynthesis	16.86576644	12.80656886	41.62885892	7.950840247	8.567846321	0	77.07235358	0	12.81821931	8.581669987	26.44970834	145.7522029	8.306889071	0	113.8399506	1184.210462	824.2299968	135.0443186	1608.25565
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	139.5095167	0	0	0	37.3532518	57.6304622	24.39447439	46.68350217
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	892.800625	793.9655163	1974.31881	1286.296566	1172.42192	1528.711229	2188.707059	1173.268885	1509.947594	1598.339183	1312.49649	1892.471714	619.6453743	1658.788722	1783.222864	8584.285581	11764.41962	6458.250675	11313.98247
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	21.78248039	0	0	0	0	0	0	0	9.924172671	0	17.47136333	0	0	9.69004061	0	27.85244947	0	2.988839441	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.8031803	0	56.50272834	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.84139723	0	85.07653161	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_indistinctus	8.564551254	0	0	0	0	0	0	0	0	0	14.75915115	0	0	3.017587057	0	0	0	21.44616446	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366.2006517	0	168.5021646	432.5760994
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.93099726	9.202627454	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.84530171	167.7278687	51.02440656	208.814268
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.31953693	0	455.8203548	290.4052715
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	41.04268058	0	0	0	0	0	0	0	30.94920563	55.89858793	150.1854437	227.96118	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	5.544019724	0	0	0	0	0	0	0	4.577968527	77.46669862	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.63287193	25.16313033	103.1284226	26.93610122
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.84199569	0	0	307.7617087	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.2964709	84.71817244	96.08827658	868.9935334
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.46768802	0	176.5044117	76.32541856
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_uniformis	0	0	4.484618137	0	0	0	0	0	0	0	0	0	0	0	0	953.2313239	742.2774983	429.8993498	1140.793091
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554.2053756	1297.60405	0	1987.512889
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	6.861409616	0	0	3.668319641	93.24028798	0	0	0	0	0	0	1.898954929	134.0314398	42.81326671	105.0133802	9.447945626	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Barnesiella.s__Barnesiella_intestinihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.2518646	0	9.15150237	301.4181664
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.6043722	227.5921452	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.77890328	72.23078717	0	54.05318661
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.60126734	0	0	72.96033456
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Ruminococcus_obeum	2.422776109	0	0	3.123779774	0	0	0	0	0	4.451538634	3.74350708	0	0	18.78781153	0	6.298116144	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82065369	0	33.05621872	0	0	19.68503973
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Butyrivibrio.s__Butyrivibrio_crossotus	0	0	0	0	0	0	2.279815795	0	3.470840733	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	10.8491667	0	0	0	0	0	0	0	0	15.29746081	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.24951804
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_citroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.158934442	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_clostridioforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.065339084	0	0	16.74790746
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.413298559	0	7.364217652	7.377006169
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_nexile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.716734264	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	0	0	0	0	0	2.580450581	0	0	0	0	0	0	8.693221283	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.53957028	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprococcus.s__Coprococcus_catus	0	0	7.246312777	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64881064	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprococcus.s__Coprococcus_comes	0	0	2.974586649	0	0	0	4.678747615	2.594033722	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.581261	32.50762411	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Desulfovibrio.s__Desulfovibrio_piger	31.93437231	2.078551446	0	1.658085307	0	1.611549293	0	7.063861194	0	0	12.30246089	4.334199886	2.69826508	3.835855444	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774.9347461	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.888860332	23.87005353
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dorea.s__Dorea_longicatena	0	0	19.82505509	0	0	2.599512928	13.37530383	0	2.116743165	0	0	0	0	5.189364143	6.72359245	0	22.16743748	6.778045202	204.4054468
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.901794854	48.30557671
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eggerthella.s__Eggerthella_sp_1_3_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.57437483
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	12.71891001	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_5_2_54FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.955493374
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	77.8920014	15.07155773	0	8.85436144	13.02202604	2.537866842	0	24.29774862	0	0	0	0	34.82637986	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Escherichia.s__Escherichia_coli	0	0	50.80356707	0	0	0	3.952580956	0	0	25.94541205	0	0	3.71851058	0	2.413313179	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_eligens	0	0	0	77.19206581	3.97463413	7.088147468	5.666123313	11.42641336	0	0	0	0	0	0	21.82474022	0	5.368091877	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	0	0	0	0	2.631622801	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_rectale	0	0	24.08474127	0	0	0	15.80339932	0	0	0	0	0	0	23.61723122	17.91178086	0	2128.589533	672.1152125	1658.447937
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_siraeum	7.123056038	8.161686366	20.30503969	8.045431342	5.267726082	0	24.08233501	4.064782781	0	11.36397746	4.780898659	9.879390111	0	0	4.604089216	14.92116365	0	56.2165267	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Eubacterium.s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.04142493	0	0	32.25353321
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	7.736769567	0	57.06916827	25.93965557	9.342313328	15.54386335	114.7280435	22.89797279	69.23282132	57.18318881	22.13788971	6.192103095	0	88.13628695	107.6406716	1182.55751	1157.560341	462.248292	495.1008316
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5981803	7.597491166	0	27.95587112
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.925059461	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3491933	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.41774693
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.17556045	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.53051449	0	0	8.437723857
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	5.897318098	0	0	0	0	5.136486382	0	0	0	0	7.360491293	0	48.74377503
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.16905669	9.357917425	0	92.70799705
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.13975703	43.21698702	27.56383397	22.3917829
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	3.756335121	0	0	0	0	0	0	0	0	0	0	0	0	168.1934977	78.73878401	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	6.624696367	0	0	0	0	0	0	0	17.24167188	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.5601139	117.4072469	0	472.2578793
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.925618741	52.63485655
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	100.3576808	63.89304126	101.8698429	46.38102525	49.26362499	15.75785968	207.3117471	99.21645987	135.6816249	25.68764111	112.3561332	129.6885026	6.57554643	156.7391878	198.2125489	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Roseburia.s__Roseburia_hominis	0	0	0	6.206093504	0	1.914791766	0	0	0	7.723780501	0	0	0	0	2.622109593	0	11.58940209	17.761349	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	2.625265403	0	0	0	0	0	0	0	12.61620144	32.15301046	244.5802891	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	0	0	2.159536025	0	2.294989545	0	0	0	0	6.824722643	0	21.15325974	7.886176354	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruminococcus.s__Ruminococcus_albus	0	0	0	0	30.88452958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruminococcus.s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.67484484	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.5365038	46.21976553	33.06115923	221.7277752
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.46403402	0	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.77750022	106.5027145	0	0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	647.7088222	709.8409942	1421.065495	967.9958912	992.9569318	1243.140546	1176.526551	941.8563797	1169.524927	1352.29863	923.8753792	1586.520576	562.3358359	917.7832707	953.1544597	921.0006129	1198.976173	1927.033151	1038.4792
COA-PWY: coenzyme A biosynthesis I	303.0091575	170.4147897	568.897276	195.1968932	220.8080332	401.0414724	695.2482072	328.2910226	519.0758807	313.3523878	367.6869381	518.0965521	255.1284139	582.2073262	793.8771314	1519.585594	2788.437415	1270.390795	2281.803561
COA-PWY: coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	5.303845355	0	0	0	0	109.6353845	0	53.28952555	0
COA-PWY: coenzyme A biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5652041	9.822007065	0	0
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.2964709	84.71817244	101.1291338	779.6980264
COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	4.210857203	0	7.191647754	0	0	3.585234296	96.11166769	0	0	1.194954694	0	0	0	2.730667065	133.8258332	63.52199434	98.20613403	8.515358582	0
COA-PWY: coenzyme A biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0	0	3.001614031	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.055783171	0	0	0
COA-PWY: coenzyme A biosynthesis I|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318.3337402	31.48489583	0
